,Year,Cause of death,Race,Deaths
4157,2020.0,"Breast, unspecified - Malignant neoplasms",White,733.0
4158,2020.0,"Vulva, unspecified - Malignant neoplasms",White,35.0
4159,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",White,35.0
4160,2020.0,Endometrium - Malignant neoplasms,Black or African American,14.0
4161,2020.0,Endometrium - Malignant neoplasms,White,153.0
4162,2020.0,"Malignant neoplasm of uterus, part unspecified",Black or African American,13.0
4163,2020.0,"Malignant neoplasm of uterus, part unspecified",White,85.0
4164,2020.0,Malignant neoplasm of ovary,Black or African American,19.0
4165,2020.0,Malignant neoplasm of ovary,White,278.0
4166,2020.0,Fallopian tube - Malignant neoplasms,White,15.0
4167,2020.0,"Female genital organ, unspecified - Malignant neoplasms",White,11.0
4168,2020.0,Malignant neoplasm of prostate,Asian or Pacific Islander,12.0
4169,2020.0,Malignant neoplasm of prostate,Black or African American,61.0
4170,2020.0,Malignant neoplasm of prostate,White,594.0
4171,2020.0,"Malignant neoplasm of kidney, except renal pelvis",Black or African American,11.0
4172,2020.0,"Malignant neoplasm of kidney, except renal pelvis",White,207.0
4173,2020.0,"Bladder, unspecified - Malignant neoplasms",Black or African American,15.0
4174,2020.0,"Bladder, unspecified - Malignant neoplasms",White,348.0
4175,2020.0,"Brain, unspecified - Malignant neoplasms",Asian or Pacific Islander,14.0
4176,2020.0,"Brain, unspecified - Malignant neoplasms",White,362.0
4177,2020.0,Malignant neoplasm of thyroid gland,White,48.0
4178,2020.0,"Head, face and neck - Malignant neoplasms",White,12.0
4179,2020.0,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,White,25.0
4180,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,White,28.0
4181,2020.0,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,White,10.0
4182,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,White,48.0
4183,2020.0,Malignant neoplasm without specification of site,Asian or Pacific Islander,20.0
4184,2020.0,Malignant neoplasm without specification of site,Black or African American,48.0
4185,2020.0,Malignant neoplasm without specification of site,White,649.0
4186,2020.0,"Hodgkin disease, unspecified",White,20.0
4187,2020.0,"Follicular non-Hodgkin lymphoma, unspecified",White,19.0
4188,2020.0,Non-Hodgkin lymphoma small cleaved cell (diffuse),White,24.0
4189,2020.0,Non-Hodgkin lymphoma large cell (diffuse),White,85.0
4190,2020.0,Peripheral T-cell lymphoma - Malignant neoplasms,White,11.0
4191,2020.0,Other and unspecified T-cell lymphomas - Malignant neoplasms,White,18.0
4192,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",White,59.0
4193,2020.0,"Non-Hodgkin lymphoma, unspecified type",White,155.0
4194,2020.0,Waldenstr?m macroglobulinemia,White,14.0
4195,2020.0,Multiple myeloma - Malignant neoplasms,Black or African American,31.0
4196,2020.0,Multiple myeloma - Malignant neoplasms,White,214.0
4197,2020.0,Acute lymphoblastic leukaemia - Malignant neoplasms,White,17.0
4198,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,White,99.0
4199,2020.0,Acute myeloid leukaemia - Malignant neoplasms,White,196.0
4200,2020.0,Chronic myeloid leukaemia - Malignant neoplasms,White,26.0
4201,2020.0,Other myeloid leukaemia - Malignant neoplasms,White,15.0
4202,2020.0,Acute leukaemia of unspecified cell type - Malignant neoplasms,White,25.0
4203,2020.0,"Leukaemia, unspecified - Malignant neoplasms",White,46.0
4204,2020.0,Malignant neoplasms of independent (primary) multiple sites,White,111.0
4205,2020.0,"Meninges, unspecified - Benign neoplasms",White,14.0
4206,2020.0,"Brain, unspecified - Uncertain neoplasms",White,35.0
4207,2020.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",White,115.0
4208,2020.0,Chronic myeloproliferative disease - Uncertain neoplasms,White,24.0
4209,2020.0,Connective and other soft tissue - Uncertain neoplasms,White,11.0
4210,2020.0,"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms",White,10.0
4349,2020.0,"Tongue, unspecified - Malignant neoplasms",White,85.0
4350,2020.0,"Mouth, unspecified - Malignant neoplasms",White,31.0
4351,2020.0,Malignant neoplasm of parotid gland,White,24.0
4352,2020.0,"Tonsil, unspecified - Malignant neoplasms",White,28.0
4353,2020.0,"Oropharynx, unspecified - Malignant neoplasms",Black or African American,13.0
4354,2020.0,"Oropharynx, unspecified - Malignant neoplasms",White,36.0
4355,2020.0,"Nasopharynx, unspecified - Malignant neoplasms",White,13.0
4356,2020.0,"Hypopharynx, unspecified - Malignant neoplasms",White,12.0
4357,2020.0,"Pharynx, unspecified - Malignant neoplasms",White,29.0
4358,2020.0,Lower third of oesophagus - Malignant neoplasms,White,11.0
4359,2020.0,"Oesophagus, unspecified - Malignant neoplasms",Black or African American,31.0
4360,2020.0,"Oesophagus, unspecified - Malignant neoplasms",White,588.0
4361,2020.0,Cardia - Malignant neoplasms,White,31.0
4362,2020.0,"Stomach, unspecified - Malignant neoplasms",Black or African American,58.0
4363,2020.0,"Stomach, unspecified - Malignant neoplasms",White,198.0
4364,2020.0,Duodenum - Malignant neoplasms,White,22.0
4365,2020.0,"Small intestine, unspecified - Malignant neoplasms",White,18.0
4366,2020.0,Caecum - Malignant neoplasms,White,28.0
4367,2020.0,Appendix - Malignant neoplasms,White,35.0
4368,2020.0,Ascending colon - Malignant neoplasms,White,12.0
4369,2020.0,Sigmoid colon - Malignant neoplasms,White,21.0
4370,2020.0,"Colon, unspecified - Malignant neoplasms",Asian or Pacific Islander,11.0
4371,2020.0,"Colon, unspecified - Malignant neoplasms",Black or African American,210.0
4372,2020.0,"Colon, unspecified - Malignant neoplasms",White,1092.0
4373,2020.0,Malignant neoplasm of rectosigmoid junction,Black or African American,15.0
4374,2020.0,Malignant neoplasm of rectosigmoid junction,White,86.0
4375,2020.0,Malignant neoplasm of rectum,Black or African American,28.0
4376,2020.0,Malignant neoplasm of rectum,White,210.0
4377,2020.0,"Anus, unspecified - Malignant neoplasms",White,34.0
4378,2020.0,Liver cell carcinoma - Malignant neoplasms,Black or African American,71.0
4379,2020.0,Liver cell carcinoma - Malignant neoplasms,White,269.0
4380,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,Black or African American,26.0
4381,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,White,232.0
4382,2020.0,"Liver, unspecified - Malignant neoplasms",Black or African American,39.0
4383,2020.0,"Liver, unspecified - Malignant neoplasms",White,189.0
4384,2020.0,Malignant neoplasm of gallbladder,Black or African American,14.0
4385,2020.0,Malignant neoplasm of gallbladder,White,47.0
4386,2020.0,Extrahepatic bile duct - Malignant neoplasms,White,25.0
4387,2020.0,Ampulla of Vater - Malignant neoplasms,White,13.0
4388,2020.0,"Biliary tract, unspecified - Malignant neoplasms",White,21.0
4389,2020.0,Head of pancreas - Malignant neoplasms,White,11.0
4390,2020.0,"Pancreas, unspecified - Malignant neoplasms",Asian or Pacific Islander,24.0
4391,2020.0,"Pancreas, unspecified - Malignant neoplasms",Black or African American,223.0
4392,2020.0,"Pancreas, unspecified - Malignant neoplasms",White,1416.0
4393,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,Black or African American,11.0
4394,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,White,54.0
4395,2020.0,Glottis - Malignant neoplasms,White,16.0
4396,2020.0,Supraglottis - Malignant neoplasms,White,13.0
4397,2020.0,"Larynx, unspecified - Malignant neoplasms",Black or African American,28.0
4398,2020.0,"Larynx, unspecified - Malignant neoplasms",White,91.0
4399,2020.0,"Upper lobe, bronchus or lung - Malignant neoplasms",White,88.0
4400,2020.0,"Lower lobe, bronchus or lung - Malignant neoplasms",White,38.0
4401,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",American Indian or Alaska Native,34.0
4402,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",Asian or Pacific Islander,39.0
4403,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",Black or African American,571.0
4404,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",White,4423.0
4405,2020.0,"Bone and articular cartilage, unspecified - Malignant neoplasms",White,32.0
4406,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",White,211.0
4407,2020.0,Skin of scalp and neck - Malignant neoplasms,White,38.0
4408,2020.0,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",White,55.0
4409,2020.0,"Mesothelioma, unspecified - Malignant neoplasms",White,55.0
4410,2020.0,Retroperitoneum - Malignant neoplasms,White,14.0
4411,2020.0,"Peritoneum, unspecified - Malignant neoplasms",White,20.0
4412,2020.0,Connective and soft tissue of abdomen - Malignant neoplasms,White,10.0
4413,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",Black or African American,21.0
4414,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",White,80.0
4415,2020.0,"Breast, unspecified - Malignant neoplasms",Asian or Pacific Islander,21.0
4416,2020.0,"Breast, unspecified - Malignant neoplasms",Black or African American,246.0
4417,2020.0,"Breast, unspecified - Malignant neoplasms",White,1154.0
4418,2020.0,"Vulva, unspecified - Malignant neoplasms",White,59.0
4419,2020.0,Malignant neoplasm of vagina,White,13.0
4420,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",Black or African American,24.0
4421,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",White,83.0
4422,2020.0,Endometrium - Malignant neoplasms,Black or African American,48.0
4423,2020.0,Endometrium - Malignant neoplasms,White,195.0
4424,2020.0,"Malignant neoplasm of uterus, part unspecified",Black or African American,37.0
4425,2020.0,"Malignant neoplasm of uterus, part unspecified",White,142.0
4426,2020.0,Malignant neoplasm of ovary,Black or African American,65.0
4427,2020.0,Malignant neoplasm of ovary,White,416.0
4428,2020.0,Fallopian tube - Malignant neoplasms,White,20.0
4429,2020.0,"Female genital organ, unspecified - Malignant neoplasms",White,19.0
4430,2020.0,"Penis, unspecified - Malignant neoplasms",White,12.0
4431,2020.0,Malignant neoplasm of prostate,Black or African American,178.0
4432,2020.0,Malignant neoplasm of prostate,White,913.0
4433,2020.0,"Testis, unspecified - Malignant neoplasms",White,10.0
4434,2020.0,"Malignant neoplasm of kidney, except renal pelvis",Black or African American,39.0
4435,2020.0,"Malignant neoplasm of kidney, except renal pelvis",White,395.0
4436,2020.0,"Bladder, unspecified - Malignant neoplasms",Black or African American,41.0
4437,2020.0,"Bladder, unspecified - Malignant neoplasms",White,570.0
4438,2020.0,Urethra - Malignant neoplasms,White,13.0
4439,2020.0,Frontal lobe - Malignant neoplasms,White,18.0
4440,2020.0,Cerebellum - Malignant neoplasms,White,10.0
4441,2020.0,"Brain, unspecified - Malignant neoplasms",Black or African American,44.0
4442,2020.0,"Brain, unspecified - Malignant neoplasms",White,499.0
4443,2020.0,Malignant neoplasm of thyroid gland,White,57.0
4444,2020.0,"Adrenal gland, unspecified - Malignant neoplasms",White,13.0
4445,2020.0,"Head, face and neck - Malignant neoplasms",White,11.0
4446,2020.0,Abdomen - Malignant neoplasms,White,14.0
4447,2020.0,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,White,23.0
4448,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,Black or African American,14.0
4449,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,White,35.0
4450,2020.0,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,White,20.0
4451,2020.0,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,White,18.0
4452,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,Black or African American,12.0
4453,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,White,57.0
4454,2020.0,Malignant neoplasm without specification of site,Black or African American,130.0
4455,2020.0,Malignant neoplasm without specification of site,White,891.0
4456,2020.0,"Hodgkin disease, unspecified",White,26.0
4457,2020.0,"Follicular non-Hodgkin lymphoma, unspecified",White,33.0
4458,2020.0,Non-Hodgkin lymphoma small cleaved cell (diffuse),White,42.0
4459,2020.0,Non-Hodgkin lymphoma large cell (diffuse),White,167.0
4460,2020.0,Peripheral T-cell lymphoma - Malignant neoplasms,White,11.0
4461,2020.0,Other and unspecified T-cell lymphomas - Malignant neoplasms,White,33.0
4462,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",White,134.0
4463,2020.0,"Non-Hodgkin lymphoma, unspecified type",Black or African American,29.0
4464,2020.0,"Non-Hodgkin lymphoma, unspecified type",White,266.0
4465,2020.0,Waldenstr?m macroglobulinemia,White,20.0
4466,2020.0,Multiple myeloma - Malignant neoplasms,Black or African American,86.0
4467,2020.0,Multiple myeloma - Malignant neoplasms,White,343.0
4468,2020.0,Acute lymphoblastic leukaemia - Malignant neoplasms,White,45.0
4469,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,Black or African American,12.0
4470,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,White,150.0
4471,2020.0,Acute myeloid leukaemia - Malignant neoplasms,Black or African American,26.0
4472,2020.0,Acute myeloid leukaemia - Malignant neoplasms,White,346.0
4473,2020.0,Chronic myeloid leukaemia - Malignant neoplasms,White,35.0
4474,2020.0,Other myeloid leukaemia - Malignant neoplasms,White,25.0
4475,2020.0,"Myeloid leukaemia, unspecified - Malignant neoplasms",White,11.0
4476,2020.0,Acute leukaemia of unspecified cell type - Malignant neoplasms,White,44.0
4477,2020.0,"Leukaemia, unspecified - Malignant neoplasms",White,55.0
4478,2020.0,Malignant neoplasms of independent (primary) multiple sites,Black or African American,19.0
4479,2020.0,Malignant neoplasms of independent (primary) multiple sites,White,201.0
4480,2020.0,"Meninges, unspecified - Benign neoplasms",White,19.0
4481,2020.0,"Liver, gallbladder and bile ducts - Uncertain neoplasms",White,10.0
4482,2020.0,Other digestive organs - Uncertain neoplasms,White,13.0
4483,2020.0,"Trachea, bronchus and lung - Uncertain neoplasms",White,20.0
4484,2020.0,"Brain, unspecified - Uncertain neoplasms",Black or African American,11.0
4485,2020.0,"Brain, unspecified - Uncertain neoplasms",White,41.0
4486,2020.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",Black or African American,14.0
4487,2020.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",White,232.0
4488,2020.0,Chronic myeloproliferative disease - Uncertain neoplasms,White,47.0
4489,2020.0,Connective and other soft tissue - Uncertain neoplasms,White,15.0
4490,2020.0,"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms",White,21.0
4580,2020.0,"Tongue, unspecified - Malignant neoplasms",White,50.0
4581,2020.0,"Mouth, unspecified - Malignant neoplasms",White,20.0
4582,2020.0,"Tonsil, unspecified - Malignant neoplasms",White,20.0
4583,2020.0,"Oropharynx, unspecified - Malignant neoplasms",White,21.0
4584,2020.0,"Nasopharynx, unspecified - Malignant neoplasms",White,11.0
4585,2020.0,"Oesophagus, unspecified - Malignant neoplasms",White,258.0
4586,2020.0,Cardia - Malignant neoplasms,White,51.0
4587,2020.0,"Stomach, unspecified - Malignant neoplasms",Black or African American,12.0
4588,2020.0,"Stomach, unspecified - Malignant neoplasms",White,88.0
4589,2020.0,Duodenum - Malignant neoplasms,White,13.0
4590,2020.0,Caecum - Malignant neoplasms,White,20.0
4591,2020.0,Appendix - Malignant neoplasms,White,25.0
4592,2020.0,Sigmoid colon - Malignant neoplasms,White,12.0
4593,2020.0,"Colon, unspecified - Malignant neoplasms",Asian or Pacific Islander,12.0
4594,2020.0,"Colon, unspecified - Malignant neoplasms",Black or African American,21.0
4595,2020.0,"Colon, unspecified - Malignant neoplasms",White,498.0
4596,2020.0,Malignant neoplasm of rectosigmoid junction,White,44.0
4597,2020.0,Malignant neoplasm of rectum,White,137.0
4598,2020.0,"Anus, unspecified - Malignant neoplasms",White,19.0
4599,2020.0,Liver cell carcinoma - Malignant neoplasms,Asian or Pacific Islander,19.0
4600,2020.0,Liver cell carcinoma - Malignant neoplasms,Black or African American,14.0
4601,2020.0,Liver cell carcinoma - Malignant neoplasms,White,136.0
4602,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,White,153.0
4603,2020.0,"Liver, unspecified - Malignant neoplasms",White,38.0
4604,2020.0,Malignant neoplasm of gallbladder,White,37.0
4605,2020.0,Extrahepatic bile duct - Malignant neoplasms,White,10.0
4606,2020.0,"Biliary tract, unspecified - Malignant neoplasms",White,15.0
4607,2020.0,Head of pancreas - Malignant neoplasms,White,14.0
4608,2020.0,"Pancreas, unspecified - Malignant neoplasms",Asian or Pacific Islander,18.0
4609,2020.0,"Pancreas, unspecified - Malignant neoplasms",Black or African American,27.0
4610,2020.0,"Pancreas, unspecified - Malignant neoplasms",White,734.0
4611,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,White,29.0
4612,2020.0,"Larynx, unspecified - Malignant neoplasms",White,43.0
4613,2020.0,"Upper lobe, bronchus or lung - Malignant neoplasms",White,32.0
4614,2020.0,"Lower lobe, bronchus or lung - Malignant neoplasms",White,24.0
4615,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",American Indian or Alaska Native,34.0
4616,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",Asian or Pacific Islander,31.0
4617,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",Black or African American,79.0
4618,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",White,1964.0
4619,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",White,115.0
4620,2020.0,Skin of scalp and neck - Malignant neoplasms,White,11.0
4621,2020.0,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",White,28.0
4622,2020.0,"Mesothelioma, unspecified - Malignant neoplasms",White,45.0
4623,2020.0,"Peritoneum, unspecified - Malignant neoplasms",White,19.0
4624,2020.0,Connective and soft tissue of abdomen - Malignant neoplasms,White,10.0
4625,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",White,57.0
4626,2020.0,"Breast, unspecified - Malignant neoplasms",Black or African American,36.0
4627,2020.0,"Breast, unspecified - Malignant neoplasms",White,602.0
4628,2020.0,"Vulva, unspecified - Malignant neoplasms",White,29.0
4629,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",White,35.0
4630,2020.0,Endometrium - Malignant neoplasms,White,121.0
4631,2020.0,"Malignant neoplasm of uterus, part unspecified",White,62.0
4632,2020.0,Malignant neoplasm of ovary,White,197.0
4633,2020.0,Fallopian tube - Malignant neoplasms,White,27.0
4634,2020.0,"Female genital organ, unspecified - Malignant neoplasms",White,13.0
4635,2020.0,Malignant neoplasm of prostate,Black or African American,19.0
4636,2020.0,Malignant neoplasm of prostate,White,546.0
4637,2020.0,"Malignant neoplasm of kidney, except renal pelvis",White,250.0
4638,2020.0,"Bladder, unspecified - Malignant neoplasms",White,243.0
4639,2020.0,"Brain, unspecified - Malignant neoplasms",White,261.0
4640,2020.0,Malignant neoplasm of thyroid gland,White,37.0
4641,2020.0,Abdomen - Malignant neoplasms,White,12.0
4642,2020.0,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,White,24.0
4643,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,White,27.0
4644,2020.0,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,White,10.0
4645,2020.0,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,White,11.0
4646,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,White,24.0
4647,2020.0,Malignant neoplasm without specification of site,Asian or Pacific Islander,11.0
4648,2020.0,Malignant neoplasm without specification of site,Black or African American,22.0
4649,2020.0,Malignant neoplasm without specification of site,White,454.0
4650,2020.0,"Hodgkin disease, unspecified",White,10.0
4651,2020.0,"Follicular non-Hodgkin lymphoma, unspecified",White,19.0
4652,2020.0,Non-Hodgkin lymphoma small cleaved cell (diffuse),White,31.0
4653,2020.0,Non-Hodgkin lymphoma large cell (diffuse),White,104.0
4654,2020.0,Other and unspecified T-cell lymphomas - Malignant neoplasms,White,10.0
4655,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",White,78.0
4656,2020.0,"Non-Hodgkin lymphoma, unspecified type",White,97.0
4657,2020.0,Multiple myeloma - Malignant neoplasms,Black or African American,10.0
4658,2020.0,Multiple myeloma - Malignant neoplasms,White,215.0
4659,2020.0,Acute lymphoblastic leukaemia - Malignant neoplasms,White,20.0
4660,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,White,104.0
4661,2020.0,Acute myeloid leukaemia - Malignant neoplasms,White,180.0
4662,2020.0,Chronic myeloid leukaemia - Malignant neoplasms,White,25.0
4663,2020.0,Other myeloid leukaemia - Malignant neoplasms,White,25.0
4664,2020.0,Acute leukaemia of unspecified cell type - Malignant neoplasms,White,16.0
4665,2020.0,"Leukaemia, unspecified - Malignant neoplasms",White,18.0
4666,2020.0,Malignant neoplasms of independent (primary) multiple sites,White,118.0
4667,2020.0,Cerebral meninges - Benign neoplasms,White,18.0
4668,2020.0,"Meninges, unspecified - Benign neoplasms",White,11.0
4669,2020.0,"Brain, unspecified - Uncertain neoplasms",White,26.0
4670,2020.0,Polycythaemia vera,White,11.0
4671,2020.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",White,153.0
4672,2020.0,Chronic myeloproliferative disease - Uncertain neoplasms,White,24.0
4747,2020.0,"Mouth, unspecified - Malignant neoplasms",White,12.0
4748,2020.0,"Oropharynx, unspecified - Malignant neoplasms",White,10.0
4749,2020.0,"Pharynx, unspecified - Malignant neoplasms",Black or African American,22.0
4750,2020.0,"Pharynx, unspecified - Malignant neoplasms",White,24.0
4751,2020.0,"Oesophagus, unspecified - Malignant neoplasms",Black or African American,40.0
4752,2020.0,"Oesophagus, unspecified - Malignant neoplasms",White,106.0
4753,2020.0,"Stomach, unspecified - Malignant neoplasms",Black or African American,70.0
4754,2020.0,"Stomach, unspecified - Malignant neoplasms",White,59.0
4755,2020.0,"Colon, unspecified - Malignant neoplasms",Black or African American,202.0
4756,2020.0,"Colon, unspecified - Malignant neoplasms",White,272.0
4757,2020.0,Malignant neoplasm of rectosigmoid junction,Black or African American,15.0
4758,2020.0,Malignant neoplasm of rectosigmoid junction,White,27.0
4759,2020.0,Malignant neoplasm of rectum,Black or African American,27.0
4760,2020.0,Malignant neoplasm of rectum,White,45.0
4761,2020.0,Liver cell carcinoma - Malignant neoplasms,Black or African American,27.0
4762,2020.0,Liver cell carcinoma - Malignant neoplasms,White,50.0
4763,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,White,28.0
4764,2020.0,"Liver, unspecified - Malignant neoplasms",Black or African American,50.0
4765,2020.0,"Liver, unspecified - Malignant neoplasms",White,133.0
4766,2020.0,Malignant neoplasm of gallbladder,Black or African American,15.0
4767,2020.0,"Pancreas, unspecified - Malignant neoplasms",Black or African American,166.0
4768,2020.0,"Pancreas, unspecified - Malignant neoplasms",White,311.0
4769,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,Black or African American,10.0
4770,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,White,13.0
4771,2020.0,"Larynx, unspecified - Malignant neoplasms",White,24.0
4772,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",Black or African American,526.0
4773,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",White,1200.0
4774,2020.0,"Bone and articular cartilage, unspecified - Malignant neoplasms",Black or African American,14.0
4775,2020.0,"Bone and articular cartilage, unspecified - Malignant neoplasms",White,18.0
4776,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",White,52.0
4777,2020.0,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",White,17.0
4778,2020.0,"Mesothelioma, unspecified - Malignant neoplasms",White,11.0
4779,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",White,21.0
4780,2020.0,"Breast, unspecified - Malignant neoplasms",Black or African American,227.0
4781,2020.0,"Breast, unspecified - Malignant neoplasms",White,277.0
4782,2020.0,"Vulva, unspecified - Malignant neoplasms",White,14.0
4783,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",Black or African American,23.0
4784,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",White,35.0
4785,2020.0,Endometrium - Malignant neoplasms,Black or African American,30.0
4786,2020.0,Endometrium - Malignant neoplasms,White,33.0
4787,2020.0,"Malignant neoplasm of uterus, part unspecified",Black or African American,30.0
4788,2020.0,"Malignant neoplasm of uterus, part unspecified",White,23.0
4789,2020.0,Malignant neoplasm of ovary,Black or African American,38.0
4790,2020.0,Malignant neoplasm of ovary,White,77.0
4791,2020.0,Malignant neoplasm of prostate,Black or African American,160.0
4792,2020.0,Malignant neoplasm of prostate,White,177.0
4793,2020.0,"Malignant neoplasm of kidney, except renal pelvis",Black or African American,44.0
4794,2020.0,"Malignant neoplasm of kidney, except renal pelvis",White,99.0
4795,2020.0,"Bladder, unspecified - Malignant neoplasms",Black or African American,25.0
4796,2020.0,"Bladder, unspecified - Malignant neoplasms",White,110.0
4797,2020.0,"Brain, unspecified - Malignant neoplasms",Black or African American,34.0
4798,2020.0,"Brain, unspecified - Malignant neoplasms",White,118.0
4799,2020.0,Malignant neoplasm of thyroid gland,White,10.0
4800,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,White,13.0
4801,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,White,13.0
4802,2020.0,Malignant neoplasm without specification of site,Black or African American,60.0
4803,2020.0,Malignant neoplasm without specification of site,White,160.0
4804,2020.0,Non-Hodgkin lymphoma large cell (diffuse),White,23.0
4805,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",White,25.0
4806,2020.0,"Non-Hodgkin lymphoma, unspecified type",Black or African American,17.0
4807,2020.0,"Non-Hodgkin lymphoma, unspecified type",White,73.0
4808,2020.0,Multiple myeloma - Malignant neoplasms,Black or African American,66.0
4809,2020.0,Multiple myeloma - Malignant neoplasms,White,86.0
4810,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,Black or African American,11.0
4811,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,White,21.0
4812,2020.0,Acute myeloid leukaemia - Malignant neoplasms,Black or African American,23.0
4813,2020.0,Acute myeloid leukaemia - Malignant neoplasms,White,50.0
4814,2020.0,Acute leukaemia of unspecified cell type - Malignant neoplasms,White,15.0
4815,2020.0,"Leukaemia, unspecified - Malignant neoplasms",Black or African American,15.0
4816,2020.0,"Leukaemia, unspecified - Malignant neoplasms",White,48.0
4817,2020.0,Malignant neoplasms of independent (primary) multiple sites,Black or African American,25.0
4818,2020.0,Malignant neoplasms of independent (primary) multiple sites,White,43.0
4819,2020.0,"Brain, unspecified - Uncertain neoplasms",White,17.0
4820,2020.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",White,46.0
4923,2020.0,"Tongue, unspecified - Malignant neoplasms",White,43.0
4924,2020.0,"Mouth, unspecified - Malignant neoplasms",White,25.0
4925,2020.0,Malignant neoplasm of parotid gland,White,14.0
4926,2020.0,"Tonsil, unspecified - Malignant neoplasms",White,25.0
4927,2020.0,"Oropharynx, unspecified - Malignant neoplasms",White,28.0
4928,2020.0,"Pharynx, unspecified - Malignant neoplasms",White,27.0
4929,2020.0,Lower third of oesophagus - Malignant neoplasms,White,10.0
4930,2020.0,"Oesophagus, unspecified - Malignant neoplasms",Black or African American,34.0
4931,2020.0,"Oesophagus, unspecified - Malignant neoplasms",White,305.0
4932,2020.0,Cardia - Malignant neoplasms,White,16.0
4933,2020.0,"Stomach, unspecified - Malignant neoplasms",Black or African American,24.0
4934,2020.0,"Stomach, unspecified - Malignant neoplasms",White,92.0
4935,2020.0,Duodenum - Malignant neoplasms,White,13.0
4936,2020.0,"Small intestine, unspecified - Malignant neoplasms",White,10.0
4937,2020.0,Caecum - Malignant neoplasms,White,13.0
