Notes,State,State Code,Year,Year Code,Cause of death,Cause of death Code,Gender,Gender Code,Deaths,Population,Crude Rate
,Missouri,29,2019,2019,Malignant neoplasm of gallbladder,C23,Female,F,27,3124766,0.9
,Missouri,29,2019,2019,Malignant neoplasm of gallbladder,C23,Male,M,18,3012662,Unreliable
,Missouri,29,2019,2019,Extrahepatic bile duct - Malignant neoplasms,C24.0,Female,F,12,3124766,Unreliable
,Missouri,29,2019,2019,"Biliary tract, unspecified - Malignant neoplasms",C24.9,Male,M,10,3012662,Unreliable
,Missouri,29,2019,2019,"Pancreas, unspecified - Malignant neoplasms",C25.9,Female,F,448,3124766,14.3
,Missouri,29,2019,2019,"Pancreas, unspecified - Malignant neoplasms",C25.9,Male,M,505,3012662,16.8
,Missouri,29,2019,2019,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,Female,F,13,3124766,Unreliable
,Missouri,29,2019,2019,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,Male,M,17,3012662,Unreliable
,Missouri,29,2019,2019,"Larynx, unspecified - Malignant neoplasms",C32.9,Female,F,12,3124766,Unreliable
,Missouri,29,2019,2019,"Larynx, unspecified - Malignant neoplasms",C32.9,Male,M,69,3012662,2.3
,Missouri,29,2019,2019,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,Female,F,17,3124766,Unreliable
,Missouri,29,2019,2019,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,Male,M,18,3012662,Unreliable
,Missouri,29,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,Female,F,1598,3124766,51.1
,Missouri,29,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,Male,M,1822,3012662,60.5
,Missouri,29,2019,2019,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,Female,F,10,3124766,Unreliable
,Missouri,29,2019,2019,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,Male,M,17,3012662,Unreliable
,Missouri,29,2019,2019,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,Female,F,65,3124766,2.1
,Missouri,29,2019,2019,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,Male,M,121,3012662,4
,Missouri,29,2019,2019,Skin of scalp and neck - Malignant neoplasms,C44.4,Male,M,21,3012662,0.7
,Missouri,29,2019,2019,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,Female,F,12,3124766,Unreliable
,Missouri,29,2019,2019,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,Male,M,38,3012662,1.3
,Missouri,29,2019,2019,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,Male,M,29,3012662,1
,Missouri,29,2019,2019,"Peritoneum, unspecified - Malignant neoplasms",C48.2,Female,F,13,3124766,Unreliable
,Missouri,29,2019,2019,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,Female,F,33,3124766,1.1
,Missouri,29,2019,2019,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,Male,M,41,3012662,1.4
,Missouri,29,2019,2019,"Breast, unspecified - Malignant neoplasms",C50.9,Female,F,806,3124766,25.8
,Missouri,29,2019,2019,"Vulva, unspecified - Malignant neoplasms",C51.9,Female,F,24,3124766,0.8
,Missouri,29,2019,2019,Malignant neoplasm of vagina,C52,Female,F,14,3124766,Unreliable
,Missouri,29,2019,2019,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,Female,F,88,3124766,2.8
,Missouri,29,2019,2019,Endometrium - Malignant neoplasms,C54.1,Female,F,125,3124766,4
,Missouri,29,2019,2019,"Malignant neoplasm of uterus, part unspecified",C55,Female,F,87,3124766,2.8
,Missouri,29,2019,2019,Malignant neoplasm of ovary,C56,Female,F,257,3124766,8.2
,Missouri,29,2019,2019,Fallopian tube - Malignant neoplasms,C57.0,Female,F,17,3124766,Unreliable
,Missouri,29,2019,2019,Malignant neoplasm of prostate,C61,Male,M,623,3012662,20.7
,Missouri,29,2019,2019,"Malignant neoplasm of kidney, except renal pelvis",C64,Female,F,112,3124766,3.6
,Missouri,29,2019,2019,"Malignant neoplasm of kidney, except renal pelvis",C64,Male,M,190,3012662,6.3
,Missouri,29,2019,2019,"Bladder, unspecified - Malignant neoplasms",C67.9,Female,F,84,3124766,2.7
,Missouri,29,2019,2019,"Bladder, unspecified - Malignant neoplasms",C67.9,Male,M,245,3012662,8.1
,Missouri,29,2019,2019,"Brain, unspecified - Malignant neoplasms",C71.9,Female,F,137,3124766,4.4
,Missouri,29,2019,2019,"Brain, unspecified - Malignant neoplasms",C71.9,Male,M,178,3012662,5.9
,Missouri,29,2019,2019,Malignant neoplasm of thyroid gland,C73,Female,F,17,3124766,Unreliable
,Missouri,29,2019,2019,Malignant neoplasm of thyroid gland,C73,Male,M,23,3012662,0.8
,Missouri,29,2019,2019,Abdomen - Malignant neoplasms,C76.2,Female,F,11,3124766,Unreliable
,Missouri,29,2019,2019,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,C78.6,Female,F,13,3124766,Unreliable
,Missouri,29,2019,2019,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,Female,F,17,3124766,Unreliable
,Missouri,29,2019,2019,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,Male,M,19,3012662,Unreliable
,Missouri,29,2019,2019,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,C79.3,Female,F,12,3124766,Unreliable
,Missouri,29,2019,2019,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,C79.5,Male,M,12,3012662,Unreliable
,Missouri,29,2019,2019,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,Female,F,20,3124766,0.6
,Missouri,29,2019,2019,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,Male,M,35,3012662,1.2
,Missouri,29,2019,2019,Malignant neoplasm without specification of site,C80,Female,F,330,3124766,10.6
,Missouri,29,2019,2019,Malignant neoplasm without specification of site,C80,Male,M,342,3012662,11.4
,Missouri,29,2019,2019,"Hodgkin disease, unspecified",C81.9,Female,F,12,3124766,Unreliable
,Missouri,29,2019,2019,"Follicular non-Hodgkin lymphoma, unspecified",C82.9,Male,M,14,3012662,Unreliable
,Missouri,29,2019,2019,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,Male,M,21,3012662,0.7
,Missouri,29,2019,2019,Non-Hodgkin lymphoma large cell (diffuse),C83.3,Female,F,48,3124766,1.5
,Missouri,29,2019,2019,Non-Hodgkin lymphoma large cell (diffuse),C83.3,Male,M,54,3012662,1.8
,Missouri,29,2019,2019,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,Female,F,44,3124766,1.4
,Missouri,29,2019,2019,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,Male,M,37,3012662,1.2
,Missouri,29,2019,2019,"Non-Hodgkin lymphoma, unspecified type",C85.9,Female,F,68,3124766,2.2
,Missouri,29,2019,2019,"Non-Hodgkin lymphoma, unspecified type",C85.9,Male,M,85,3012662,2.8
,Missouri,29,2019,2019,Multiple myeloma - Malignant neoplasms,C90.0,Female,F,105,3124766,3.4
,Missouri,29,2019,2019,Multiple myeloma - Malignant neoplasms,C90.0,Male,M,155,3012662,5.1
,Missouri,29,2019,2019,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,Female,F,13,3124766,Unreliable
,Missouri,29,2019,2019,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,Male,M,15,3012662,Unreliable
,Missouri,29,2019,2019,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,Female,F,48,3124766,1.5
,Missouri,29,2019,2019,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,Male,M,60,3012662,2
,Missouri,29,2019,2019,Acute myeloid leukaemia - Malignant neoplasms,C92.0,Female,F,87,3124766,2.8
,Missouri,29,2019,2019,Acute myeloid leukaemia - Malignant neoplasms,C92.0,Male,M,109,3012662,3.6
,Missouri,29,2019,2019,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,Female,F,12,3124766,Unreliable
,Missouri,29,2019,2019,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,Male,M,13,3012662,Unreliable
,Missouri,29,2019,2019,Other myeloid leukaemia - Malignant neoplasms,C92.7,Male,M,11,3012662,Unreliable
,Missouri,29,2019,2019,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,Female,F,11,3124766,Unreliable
,Missouri,29,2019,2019,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,Male,M,15,3012662,Unreliable
,Missouri,29,2019,2019,"Leukaemia, unspecified - Malignant neoplasms",C95.9,Female,F,20,3124766,0.6
,Missouri,29,2019,2019,"Leukaemia, unspecified - Malignant neoplasms",C95.9,Male,M,24,3012662,0.8
,Missouri,29,2019,2019,Malignant neoplasms of independent (primary) multiple sites,C97,Female,F,32,3124766,1
,Missouri,29,2019,2019,Malignant neoplasms of independent (primary) multiple sites,C97,Male,M,59,3012662,2
,Missouri,29,2019,2019,"Brain, unspecified - Uncertain neoplasms",D43.2,Female,F,17,3124766,Unreliable
,Missouri,29,2019,2019,"Brain, unspecified - Uncertain neoplasms",D43.2,Male,M,17,3012662,Unreliable
,Missouri,29,2019,2019,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,Female,F,63,3124766,2
,Missouri,29,2019,2019,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,Male,M,106,3012662,3.5
,Missouri,29,2019,2019,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,Female,F,14,3124766,Unreliable
,Missouri,29,2019,2019,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,Male,M,10,3012662,Unreliable
,Missouri,29,2020,2020,"Tongue, unspecified - Malignant neoplasms",C02.9,Female,F,11,3133825,Unreliable
,Missouri,29,2020,2020,"Tongue, unspecified - Malignant neoplasms",C02.9,Male,M,38,3017723,1.3
,Missouri,29,2020,2020,"Mouth, unspecified - Malignant neoplasms",C06.9,Female,F,11,3133825,Unreliable
,Missouri,29,2020,2020,"Mouth, unspecified - Malignant neoplasms",C06.9,Male,M,17,3017723,Unreliable
,Missouri,29,2020,2020,Malignant neoplasm of parotid gland,C07,Male,M,11,3017723,Unreliable
,Missouri,29,2020,2020,"Tonsil, unspecified - Malignant neoplasms",C09.9,Male,M,26,3017723,0.9
,Missouri,29,2020,2020,"Oropharynx, unspecified - Malignant neoplasms",C10.9,Male,M,27,3017723,0.9
,Missouri,29,2020,2020,"Pharynx, unspecified - Malignant neoplasms",C14.0,Male,M,22,3017723,0.7
,Missouri,29,2020,2020,"Oesophagus, unspecified - Malignant neoplasms",C15.9,Female,F,58,3133825,1.9
,Missouri,29,2020,2020,"Oesophagus, unspecified - Malignant neoplasms",C15.9,Male,M,281,3017723,9.3
,Missouri,29,2020,2020,"Stomach, unspecified - Malignant neoplasms",C16.9,Female,F,49,3133825,1.6
,Missouri,29,2020,2020,"Stomach, unspecified - Malignant neoplasms",C16.9,Male,M,69,3017723,2.3
,Missouri,29,2020,2020,Caecum - Malignant neoplasms,C18.0,Female,F,12,3133825,Unreliable
,Missouri,29,2020,2020,Appendix - Malignant neoplasms,C18.1,Female,F,10,3133825,Unreliable
,Missouri,29,2020,2020,Appendix - Malignant neoplasms,C18.1,Male,M,11,3017723,Unreliable
,Missouri,29,2020,2020,"Colon, unspecified - Malignant neoplasms",C18.9,Female,F,351,3133825,11.2
,Missouri,29,2020,2020,"Colon, unspecified - Malignant neoplasms",C18.9,Male,M,365,3017723,12.1
,Missouri,29,2020,2020,Malignant neoplasm of rectosigmoid junction,C19,Female,F,30,3133825,1
,Missouri,29,2020,2020,Malignant neoplasm of rectosigmoid junction,C19,Male,M,33,3017723,1.1
,Missouri,29,2020,2020,Malignant neoplasm of rectum,C20,Female,F,71,3133825,2.3
,Missouri,29,2020,2020,Malignant neoplasm of rectum,C20,Male,M,95,3017723,3.1
,Missouri,29,2020,2020,"Anus, unspecified - Malignant neoplasms",C21.0,Female,F,18,3133825,Unreliable
,Missouri,29,2020,2020,Liver cell carcinoma - Malignant neoplasms,C22.0,Female,F,54,3133825,1.7
,Missouri,29,2020,2020,Liver cell carcinoma - Malignant neoplasms,C22.0,Male,M,184,3017723,6.1
,Missouri,29,2020,2020,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,Female,F,66,3133825,2.1
,Missouri,29,2020,2020,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,Male,M,69,3017723,2.3
,Missouri,29,2020,2020,"Liver, unspecified - Malignant neoplasms",C22.9,Female,F,54,3133825,1.7
,Missouri,29,2020,2020,"Liver, unspecified - Malignant neoplasms",C22.9,Male,M,126,3017723,4.2
,Missouri,29,2020,2020,Malignant neoplasm of gallbladder,C23,Female,F,23,3133825,0.7
,Missouri,29,2020,2020,Malignant neoplasm of gallbladder,C23,Male,M,23,3017723,0.8
,Missouri,29,2020,2020,"Pancreas, unspecified - Malignant neoplasms",C25.9,Female,F,433,3133825,13.8
,Missouri,29,2020,2020,"Pancreas, unspecified - Malignant neoplasms",C25.9,Male,M,490,3017723,16.2
,Missouri,29,2020,2020,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,Male,M,13,3017723,Unreliable
,Missouri,29,2020,2020,Supraglottis - Malignant neoplasms,C32.1,Male,M,15,3017723,Unreliable
,Missouri,29,2020,2020,"Larynx, unspecified - Malignant neoplasms",C32.9,Female,F,16,3133825,Unreliable
,Missouri,29,2020,2020,"Larynx, unspecified - Malignant neoplasms",C32.9,Male,M,61,3017723,2
,Missouri,29,2020,2020,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,Female,F,23,3133825,0.7
,Missouri,29,2020,2020,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,Male,M,15,3017723,Unreliable
,Missouri,29,2020,2020,"Lower lobe, bronchus or lung - Malignant neoplasms",C34.3,Male,M,12,3017723,Unreliable
,Missouri,29,2020,2020,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,Female,F,1595,3133825,50.9
,Missouri,29,2020,2020,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,Male,M,1827,3017723,60.5
,Missouri,29,2020,2020,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,Female,F,14,3133825,Unreliable
,Missouri,29,2020,2020,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,Female,F,61,3133825,1.9
,Missouri,29,2020,2020,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,Male,M,118,3017723,3.9
,Missouri,29,2020,2020,Skin of scalp and neck - Malignant neoplasms,C44.4,Male,M,18,3017723,Unreliable
,Missouri,29,2020,2020,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,Female,F,12,3133825,Unreliable
,Missouri,29,2020,2020,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,Male,M,24,3017723,0.8
,Missouri,29,2020,2020,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,Male,M,17,3017723,Unreliable
,Missouri,29,2020,2020,"Peritoneum, unspecified - Malignant neoplasms",C48.2,Female,F,25,3133825,0.8
,Missouri,29,2020,2020,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,Female,F,41,3133825,1.3
,Missouri,29,2020,2020,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,Male,M,42,3017723,1.4
,Missouri,29,2020,2020,"Breast, unspecified - Malignant neoplasms",C50.9,Female,F,804,3133825,25.7
,Missouri,29,2020,2020,"Vulva, unspecified - Malignant neoplasms",C51.9,Female,F,24,3133825,0.8
,Missouri,29,2020,2020,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,Female,F,98,3133825,3.1
,Missouri,29,2020,2020,Endometrium - Malignant neoplasms,C54.1,Female,F,140,3133825,4.5
,Missouri,29,2020,2020,"Malignant neoplasm of uterus, part unspecified",C55,Female,F,90,3133825,2.9
,Missouri,29,2020,2020,Malignant neoplasm of ovary,C56,Female,F,252,3133825,8
,Missouri,29,2020,2020,Fallopian tube - Malignant neoplasms,C57.0,Female,F,15,3133825,Unreliable
,Missouri,29,2020,2020,Malignant neoplasm of prostate,C61,Male,M,607,3017723,20.1
,Missouri,29,2020,2020,"Malignant neoplasm of kidney, except renal pelvis",C64,Female,F,113,3133825,3.6
,Missouri,29,2020,2020,"Malignant neoplasm of kidney, except renal pelvis",C64,Male,M,213,3017723,7.1
,Missouri,29,2020,2020,"Bladder, unspecified - Malignant neoplasms",C67.9,Female,F,94,3133825,3
,Missouri,29,2020,2020,"Bladder, unspecified - Malignant neoplasms",C67.9,Male,M,229,3017723,7.6
,Missouri,29,2020,2020,"Brain, unspecified - Malignant neoplasms",C71.9,Female,F,149,3133825,4.8
,Missouri,29,2020,2020,"Brain, unspecified - Malignant neoplasms",C71.9,Male,M,191,3017723,6.3
,Missouri,29,2020,2020,Malignant neoplasm of thyroid gland,C73,Female,F,15,3133825,Unreliable
,Missouri,29,2020,2020,Malignant neoplasm of thyroid gland,C73,Male,M,20,3017723,0.7
,Missouri,29,2020,2020,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,C78.6,Female,F,17,3133825,Unreliable
,Missouri,29,2020,2020,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,Female,F,18,3133825,Unreliable
,Missouri,29,2020,2020,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,Male,M,23,3017723,0.8
,Missouri,29,2020,2020,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,C79.5,Male,M,11,3017723,Unreliable
,Missouri,29,2020,2020,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,Female,F,14,3133825,Unreliable
,Missouri,29,2020,2020,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,Male,M,46,3017723,1.5
,Missouri,29,2020,2020,Malignant neoplasm without specification of site,C80,Female,F,333,3133825,10.6
,Missouri,29,2020,2020,Malignant neoplasm without specification of site,C80,Male,M,422,3017723,14
,Missouri,29,2020,2020,"Hodgkin disease, unspecified",C81.9,Female,F,21,3133825,0.7
,Missouri,29,2020,2020,"Hodgkin disease, unspecified",C81.9,Male,M,12,3017723,Unreliable
,Missouri,29,2020,2020,"Follicular non-Hodgkin lymphoma, unspecified",C82.9,Male,M,15,3017723,Unreliable
,Missouri,29,2020,2020,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,Female,F,12,3133825,Unreliable
,Missouri,29,2020,2020,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,Male,M,22,3017723,0.7
,Missouri,29,2020,2020,Non-Hodgkin lymphoma large cell (diffuse),C83.3,Female,F,54,3133825,1.7
,Missouri,29,2020,2020,Non-Hodgkin lymphoma large cell (diffuse),C83.3,Male,M,56,3017723,1.9
,Missouri,29,2020,2020,Other and unspecified T-cell lymphomas - Malignant neoplasms,C84.5,Male,M,16,3017723,Unreliable
,Missouri,29,2020,2020,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,Female,F,39,3133825,1.2
,Missouri,29,2020,2020,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,Male,M,42,3017723,1.4
,Missouri,29,2020,2020,"Non-Hodgkin lymphoma, unspecified type",C85.9,Female,F,64,3133825,2
,Missouri,29,2020,2020,"Non-Hodgkin lymphoma, unspecified type",C85.9,Male,M,84,3017723,2.8
,Missouri,29,2020,2020,Multiple myeloma - Malignant neoplasms,C90.0,Female,F,114,3133825,3.6
,Missouri,29,2020,2020,Multiple myeloma - Malignant neoplasms,C90.0,Male,M,140,3017723,4.6
,Missouri,29,2020,2020,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,Male,M,14,3017723,Unreliable
,Missouri,29,2020,2020,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,Female,F,34,3133825,1.1
,Missouri,29,2020,2020,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,Male,M,65,3017723,2.2
,Missouri,29,2020,2020,Acute myeloid leukaemia - Malignant neoplasms,C92.0,Female,F,79,3133825,2.5
,Missouri,29,2020,2020,Acute myeloid leukaemia - Malignant neoplasms,C92.0,Male,M,120,3017723,4
,Missouri,29,2020,2020,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,Male,M,24,3017723,0.8
,Missouri,29,2020,2020,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,Female,F,21,3133825,0.7
,Missouri,29,2020,2020,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,Male,M,16,3017723,Unreliable
,Missouri,29,2020,2020,"Leukaemia, unspecified - Malignant neoplasms",C95.9,Female,F,17,3133825,Unreliable
,Missouri,29,2020,2020,"Leukaemia, unspecified - Malignant neoplasms",C95.9,Male,M,20,3017723,0.7
,Missouri,29,2020,2020,Malignant neoplasms of independent (primary) multiple sites,C97,Female,F,52,3133825,1.7
,Missouri,29,2020,2020,Malignant neoplasms of independent (primary) multiple sites,C97,Male,M,79,3017723,2.6
,Missouri,29,2020,2020,"Meninges, unspecified - Benign neoplasms",D32.9,Female,F,10,3133825,Unreliable
,Missouri,29,2020,2020,Colon - Uncertain neoplasms,D37.4,Female,F,11,3133825,Unreliable
,Missouri,29,2020,2020,"Trachea, bronchus and lung - Uncertain neoplasms",D38.1,Female,F,10,3133825,Unreliable
,Missouri,29,2020,2020,"Trachea, bronchus and lung - Uncertain neoplasms",D38.1,Male,M,14,3017723,Unreliable
,Missouri,29,2020,2020,"Brain, unspecified - Uncertain neoplasms",D43.2,Female,F,17,3133825,Unreliable
,Missouri,29,2020,2020,"Brain, unspecified - Uncertain neoplasms",D43.2,Male,M,15,3017723,Unreliable
,Missouri,29,2020,2020,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,Female,F,66,3133825,2.1
,Missouri,29,2020,2020,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,Male,M,91,3017723,3
,Missouri,29,2020,2020,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,Female,F,12,3133825,Unreliable
,Missouri,29,2020,2020,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,Male,M,18,3017723,Unreliable
,Montana,30,2019,2019,"Oesophagus, unspecified - Malignant neoplasms",C15.9,Female,F,13,530712,Unreliable
,Montana,30,2019,2019,"Oesophagus, unspecified - Malignant neoplasms",C15.9,Male,M,47,538066,8.7
,Montana,30,2019,2019,"Stomach, unspecified - Malignant neoplasms",C16.9,Female,F,14,530712,Unreliable
,Montana,30,2019,2019,"Stomach, unspecified - Malignant neoplasms",C16.9,Male,M,17,538066,Unreliable
,Montana,30,2019,2019,"Colon, unspecified - Malignant neoplasms",C18.9,Female,F,59,530712,11.1
,Montana,30,2019,2019,"Colon, unspecified - Malignant neoplasms",C18.9,Male,M,70,538066,13
,Montana,30,2019,2019,Malignant neoplasm of rectum,C20,Female,F,13,530712,Unreliable
,Montana,30,2019,2019,Malignant neoplasm of rectum,C20,Male,M,17,538066,Unreliable
,Montana,30,2019,2019,Liver cell carcinoma - Malignant neoplasms,C22.0,Male,M,35,538066,6.5
,Montana,30,2019,2019,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,Female,F,16,530712,Unreliable
,Montana,30,2019,2019,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,Male,M,19,538066,Unreliable
,Montana,30,2019,2019,"Liver, unspecified - Malignant neoplasms",C22.9,Male,M,11,538066,Unreliable
,Montana,30,2019,2019,"Pancreas, unspecified - Malignant neoplasms",C25.9,Female,F,79,530712,14.9
,Montana,30,2019,2019,"Pancreas, unspecified - Malignant neoplasms",C25.9,Male,M,85,538066,15.8
,Montana,30,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,Female,F,191,530712,36
,Montana,30,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,Male,M,217,538066,40.3
,Montana,30,2019,2019,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,Female,F,13,530712,Unreliable
,Montana,30,2019,2019,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,Male,M,18,538066,Unreliable
,Montana,30,2019,2019,Skin of scalp and neck - Malignant neoplasms,C44.4,Male,M,12,538066,Unreliable
,Montana,30,2019,2019,"Breast, unspecified - Malignant neoplasms",C50.9,Female,F,155,530712,29.2
,Montana,30,2019,2019,Endometrium - Malignant neoplasms,C54.1,Female,F,16,530712,Unreliable
,Montana,30,2019,2019,"Malignant neoplasm of uterus, part unspecified",C55,Female,F,17,530712,Unreliable
,Montana,30,2019,2019,Malignant neoplasm of ovary,C56,Female,F,50,530712,9.4
,Montana,30,2019,2019,Malignant neoplasm of prostate,C61,Male,M,138,538066,25.6
,Montana,30,2019,2019,"Malignant neoplasm of kidney, except renal pelvis",C64,Female,F,14,530712,Unreliable
,Montana,30,2019,2019,"Malignant neoplasm of kidney, except renal pelvis",C64,Male,M,49,538066,9.1
,Montana,30,2019,2019,"Bladder, unspecified - Malignant neoplasms",C67.9,Female,F,22,530712,4.1
,Montana,30,2019,2019,"Bladder, unspecified - Malignant neoplasms",C67.9,Male,M,39,538066,7.2
,Montana,30,2019,2019,"Brain, unspecified - Malignant neoplasms",C71.9,Female,F,33,530712,6.2
,Montana,30,2019,2019,"Brain, unspecified - Malignant neoplasms",C71.9,Male,M,31,538066,5.8
,Montana,30,2019,2019,Malignant neoplasm without specification of site,C80,Female,F,53,530712,10
,Montana,30,2019,2019,Malignant neoplasm without specification of site,C80,Male,M,74,538066,13.8
,Montana,30,2019,2019,"Non-Hodgkin lymphoma, unspecified type",C85.9,Female,F,12,530712,Unreliable
,Montana,30,2019,2019,"Non-Hodgkin lymphoma, unspecified type",C85.9,Male,M,10,538066,Unreliable
,Montana,30,2019,2019,Multiple myeloma - Malignant neoplasms,C90.0,Female,F,12,530712,Unreliable
,Montana,30,2019,2019,Multiple myeloma - Malignant neoplasms,C90.0,Male,M,32,538066,5.9
,Montana,30,2019,2019,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,Male,M,17,538066,Unreliable
,Montana,30,2019,2019,Acute myeloid leukaemia - Malignant neoplasms,C92.0,Female,F,16,530712,Unreliable
,Montana,30,2019,2019,Acute myeloid leukaemia - Malignant neoplasms,C92.0,Male,M,17,538066,Unreliable
,Montana,30,2019,2019,Malignant neoplasms of independent (primary) multiple sites,C97,Male,M,15,538066,Unreliable
,Montana,30,2019,2019,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,Male,M,13,538066,Unreliable
,Montana,30,2020,2020,"Oesophagus, unspecified - Malignant neoplasms",C15.9,Female,F,10,536476,Unreliable
,Montana,30,2020,2020,"Oesophagus, unspecified - Malignant neoplasms",C15.9,Male,M,52,544101,9.6
,Montana,30,2020,2020,"Stomach, unspecified - Malignant neoplasms",C16.9,Male,M,11,544101,Unreliable
,Montana,30,2020,2020,"Colon, unspecified - Malignant neoplasms",C18.9,Female,F,39,536476,7.3
,Montana,30,2020,2020,"Colon, unspecified - Malignant neoplasms",C18.9,Male,M,58,544101,10.7
,Montana,30,2020,2020,Malignant neoplasm of rectum,C20,Female,F,17,536476,Unreliable
,Montana,30,2020,2020,Malignant neoplasm of rectum,C20,Male,M,19,544101,Unreliable
,Montana,30,2020,2020,Liver cell carcinoma - Malignant neoplasms,C22.0,Female,F,16,536476,Unreliable
,Montana,30,2020,2020,Liver cell carcinoma - Malignant neoplasms,C22.0,Male,M,43,544101,7.9
,Montana,30,2020,2020,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,Female,F,17,536476,Unreliable
,Montana,30,2020,2020,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,Male,M,15,544101,Unreliable
